class_code,schedule,instructor,year
Math 228 THX,"TTh, 2:30-4PM","CELESTE, RICHELL",AY2223A
Math 236 SUV,"S, 10AM-1PM","DAVID, FREDEGUSTO; HERNANDEZ, BRYAN",AY2223A
Math 240 SQR,"S, 7-10AM","JUNIO, ALLAN",AY2223A
Math 242 WFY,"WF, 4-5:30PM","AGAPITO, JULIUS CAESAR",AY2223A
Math 246 THX,"TTh, 2:30-4PM","VENTURA, JADE",AY2223A
Math 260 SUV,"S, 10AM-1PM","ESCANER, JOSE MARIA; SAMONTE, JOSEPH ANGELO",AY2223A
Math 261 SQR,"S, 7-10AM","ESCANER, JOSE MARIA; SAMONTE, JOSEPH ANGELO",AY2223A
Math 266 SRU,"S, 8:30-11:30AM","LIOK, ALEX",AY2223A
Math 271.1 SWX,"M, 1-4PM","MOHAMMAD, RHUDAINA",AY2223A
Math 271.1 SWX-1,"S, 1-4PM","MOHAMMAD, RHUDAINA",AY2223A
Math 280 THU,"TTh, 10-11:30AM","RAYCO, MARIA BRENDA",AY2223A
Math 288 THX,"TTh, 2:30-4PM","RAYCO, MARIA BRENDA",AY2223A
Math 290 MQR,"M, 7-10AM","LOQUIAS, MANUEL JOSEPH; LUY, JASMIN-MAE",AY2223A
Math 294 MYZ,"M, 4-7PM","CELESTE, RICHELL; LOQUIAS, MANUEL JOSEPH",AY2223A
Math 294 SYZ,"S, 4-7PM","CELESTE, RICHELL; DAVID, FREDEGUSTO; LOQUIAS, MANUEL JOSEPH",AY2223A
Math 295 MNOP,"M, 6-9PM","SAMONTE, JOSEPH ANGELO",AY2223A
Math 296 MY,"M, 4-5PM","CAALIM, JONATHAN",AY2223A
Math 297 THWRepresentation Theory,"TTh, 1-2:30PM","ARICHETA, VICTOR MANUEL",AY2223A
Math 2 THR,"TTh, 8:30-10AM","CONSORTE, ODESSA",AY2223B
Math 2 THU,"TTh, 10-11:30AM","ABARA, MA. NERISSA",AY2223B
Math 2 THW,"TTh, 1-2:30PM","VERGARA, THOMAS HERALD",AY2223B
Math 2 WFV,"WF, 11:30AM-1PM","LUY, JASMIN-MAE",AY2223B
Math 2 WFW,"WF, 1-2:30PM","VERGARA, THOMAS HERALD",AY2223B
Math 2 WFX,"WF, 2:30-4PM","VERGARA, THOMAS HERALD",AY2223B
Math 10 THU,", 10-11:30AM","PIMENTEL, JOHNATAN",AY2223B
Math 10 THU-1,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY2223B
Math 10 THV,", 11:30AM-1PM","SADDI, DARYL ALLEN",AY2223B
Math 10 THW,", 1-2:30PM","PIMENTEL, JOHNATAN",AY2223B
Math 10 THW-1,"TTh, 1-2:30PM","ARCEO, CARLENE PERPETUA",AY2223B
Math 10 THX,"TTh, 2:30-4PM","SADDI, DARYL ALLEN",AY2223B
Math 10 THY,"TTh, 4-5:30PM","ROQUE, MARIAN",AY2223B
Math 10 WFU,"WF, 10-11:30AM","BALMACEDA, JOSE MARIA",AY2223B
Math 10 WFU-1,"WF, 10-11:30AM","OROPEZA, ALIP",AY2223B
Math 10 WFV,"WF, 11:30AM-1PM","OROPEZA, ALIP",AY2223B
Math 10 WFX,"WF, 2:30-4PM","OROPEZA, ALIP",AY2223B
Math 10 WFY,", 4-5:30PM","BOYDON, KAI BRYNNE",AY2223B
Math 10 WFY-1,"WF, 4-5:30PM","OROPEZA, ALIP",AY2223B
Math 20 TWHFR,"WF, 8:45-9:45AM","VILLEJO, EXEQUIEL JUN",AY2223B
Math 30 WFR,"WF, 8:30-10AM","JUNIO, ALLAN",AY2223B
Math 30 WFU,"WF, 10-11:30AM","JUNIO, ALLAN",AY2223B
Math 40 THR,"TTh, 8:30-10AM","DELA CRUZ, ROMAR",AY2223B
Math 40 WFR,"WF, 8:30-10AM","DELA CRUZ, ROMAR",AY2223B
Math 40 WFU,"WF, 10-11:30AM","DE LA CRUZ, RALPH JOHN",AY2223B
Math 40 WFV,"WF, 11:30AM-1PM","DE LA CRUZ, RALPH JOHN",AY2223B
Math 40 WFW,"WF, 1-2:30PM","SONGSONG, DIANA",AY2223B
Math 40 WFX,"WF, 2:30-4PM","SONGSONG, DIANA",AY2223B
Math 40 WFX-1,"WF, 2:30-4PM","DE LA CRUZ, RALPH JOHN",AY2223B
Math 108 TWHFU,"TWThF, 10:15-11:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY2223B
Math 108 TWHFV,"TWThF, 11:45AM-12:45PM","DAMASCO, JOSEPH RAY CLARENCE",AY2223B
Math 108 TWHFW,"TWThF, 1:15-2:15PM","VALLEJO, LOUIE JOHN",AY2223B
Math 108 TWHFX,"TWThF, 2:45-3:45PM","VALLEJO, LOUIE JOHN",AY2223B
Math 110.1 THU,"TTh, 10-11:30AM","GALVEZ, LUCKY ERAP",AY2223B
Math 110.1 THW,"TTh, 1-2:30PM","ABARA, MA. NERISSA",AY2223B
Math 110.1 WFW,"WF, 1-2:30PM","BALMACEDA, JOSE MARIA",AY2223B
Math 110.2 THW,"TTh, 1-2:30PM","DELA CRUZ, ROMAR",AY2223B
Math 110.2 WFX,"WF, 2:30-4PM","BETTY, ROWENA ALMA",AY2223B
Math 110.3 THW,"TTh, 1-2:30PM","BASILLA, JULIUS",AY2223B
Math 110.3 THX,"TTh, 2:30-4PM","BASILLA, JULIUS",AY2223B
Math 117 THU,"TTh, 10-11:30AM","ARICHETA, VICTOR MANUEL",AY2223B
Math 117 THV,"TTh, 11:30AM-1PM","ARICHETA, VICTOR MANUEL",AY2223B
Math 117 THW,"TTh, 1-2:30PM","CAALIM, JONATHAN",AY2223B
Math 117 THW-1,"TTh, 1-2:30PM","DIMABAYAO, JEROME",AY2223B
Math 117 THX,"TTh, 2:30-4PM","DIMABAYAO, JEROME",AY2223B
Math 122 THR,"TTh, 8:30-10AM","DE LOS REYES, AURELIO",AY2223B
Math 122 THU,"TTh, 10-11:30AM","VELASCO, ARRIANNE CRYSTAL",AY2223B
Math 122 THU-1,"TTh, 10-11:30AM","DE LOS REYES, AURELIO",AY2223B
Math 122 THU-3,"TTh, 10-11:30AM","HERNANDEZ, BRYAN",AY2223B
Math 122 THV,"TTh, 11:30AM-1PM","VELASCO, ARRIANNE CRYSTAL",AY2223B
Math 122 THX,"TTh, 2:30-4PM","CABARRUBIAS, BITUIN",AY2223B
Math 122 THY,"TTh, 4-5:30PM","CABARRUBIAS, BITUIN",AY2223B
Math 122 WFR,"WF, 8:30-10AM","DE LOS REYES, AURELIO",AY2223B
Math 122 WFX,"WF, 2:30-4PM","CABARRUBIAS, BITUIN",AY2223B
Math 122 WFX-1,"WF, 2:30-4PM","CELIZ, MARK JASON",AY2223B
Math 123.1 WFW,"WF, 1-2:30PM","FULGENCIO, RHEADEL",AY2223B
Math 123.1 WFX,"WF, 2:30-4PM","FULGENCIO, RHEADEL",AY2223B
Math 123.1 WFY,"WF, 4-5:30PM","CABARRUBIAS, BITUIN",AY2223B
Math 128 THU,"TTh, 10-11:30AM","CELESTE, RICHELL",AY2223B
Math 128 THU-1,"TTh, 10-11:30AM","PEREZ, ROLANDO",AY2223B
Math 128 THV,"TTh, 11:30AM-1PM","PEREZ, ROLANDO",AY2223B
Math 128 THY,"TTh, 4-5:30PM","ONA, MARK PHILIP",AY2223B
Math 133 THY,"TTh, 4-5:30PM","HERNANDEZ, BRYAN",AY2223B
Math 140 THR,"TTh, 8:30-10AM","VENTURA, JADE",AY2223B
Math 142 THU,"TTh, 10-11:30AM","VENTURA, JADE",AY2223B
Math 142 THW,"TTh, 1-2:30PM","VENTURA, JADE",AY2223B
Math 142 THX,"TTh, 2:30-4PM","ROQUE, MARIAN",AY2223B
Math 146 THW,"TTh, 1-2:30PM","BOYDON, KAI BRYNNE",AY2223B
Math 148 WFW,"WF, 1-2:30PM","SANTOS, ROVIN",AY2223B
Math 148 WFX,"WF, 2:30-4PM","SANTOS, ROVIN",AY2223B
Math 150.1 WFX,"WF, 2:30-4PM","ESCANER, JOSE MARIA",AY2223B
Math 150.2 WFV,"WF, 11:30AM-1PM","ESCANER, JOSE MARIA",AY2223B
Math 150.2 WFW,"WF, 1-2:30PM","LUY, JASMIN-MAE",AY2223B
Math 150.2 WFW-1,"WF, 1-2:30PM","ONG, LU KEVIN",AY2223B
Math 150.2 WFX,"WF, 2:30-4PM","LUY, JASMIN-MAE",AY2223B
Math 150.2 WFX-1,"WF, 2:30-4PM","ONG, LU KEVIN",AY2223B
Math 158 WFV,"WF, 11:30AM-1PM","PANINGBATAN, ARIEL",AY2223B
Math 162 SUV,"S, 10AM-1PM","SABANGAN, ALELIE",AY2223B
Math 162 SWX,"S, 1-4PM","SABANGAN, ALELIE",AY2223B
Math 164 WFY,"WF, 4-5:30PM","ESCANER, JOSE MARIA",AY2223B
Math 171 THU,"TTh, 10-11:30AM","MENDOZA, RENIER",AY2223B
Math 171 WFR,"WF, 8:30-10AM","SAMBAYAN, RACHELLE",AY2223B
Math 171 WFU,"WF, 10-11:30AM","SAMBAYAN, RACHELLE",AY2223B
Math 171 WFV,"WF, 11:30AM-1PM","MENDOZA, VICTORIA MAY",AY2223B
Math 171 WFY,"WF, 4-5:30PM","MENDOZA, VICTORIA MAY",AY2223B
Math 180.1 WFX,"WF, 2:30-4PM","NERI, MARRICK",AY2223B
Math 190 MYZ,"M, 4-6PM","LOQUIAS, MANUEL JOSEPH",AY2223B
Math 197 THVGame Theory,"TTh, 11:30AM-1PM","DAVID, FREDEGUSTO",AY2223B
Math 197 WFWIntroduction to Fourier Analysis,"WF, 1-2:30PM","CELIZ, MARK JASON",AY2223B
Math 202.2 WFZ,"WF, 5:30-7PM","LOPE, JOSE ERNIE; ONA, MARK PHILIP",AY2223B
Math 203 SUV,"S, 10AM-1PM","VALDEZ, LILIBETH",AY2223B
Math 204 WFY,"WF, 4-5:30PM","SANTOS, ROVIN",AY2223B
Math 209.2 SYZ,"S, 4-7PM","BETTY, ROWENA ALMA",AY2223B
Math 210.2 THU,"TTh, 10-11:30AM","PARAS, AGNES CLOTILDE",AY2223B
Math 211 THW,"TTh, 1-2:30PM","PARAS, AGNES CLOTILDE",AY2223B
Math 216 THY,"TTh, 4-5:30PM","BOYDON, KAI BRYNNE",AY2223B
Math 217 THX,"TTh, 2:30-4PM","CELESTE, RICHELL",AY2223B
Math 220.2 MYZ,"M, 4-7PM","SY, POLLY",AY2223B
Math 222 THW,"TTh, 1-2:30PM","CELIZ, MARK JASON",AY2223B
Math 227 WFX,"WF, 2:30-4PM","MOHAMMAD, RHUDAINA",AY2223B
Math 235 SUV,"S, 10AM-1PM","DE LOS REYES, AURELIO",AY2223B
Math 241 SQR,"S, 7-10AM","JUNIO, ALLAN",AY2223B
Math 242 THX,"TTh, 2:30-4PM","VENTURA, JADE",AY2223B
Math 247 WFW,"WF, 1-2:30PM","DIMABAYAO, JEROME",AY2223B
Math 250 THY,"TTh, 4-5:30PM","SADDI, DARYL ALLEN",AY2223B
Math 260 SQR,"S, 7:30-9:30AM","SAMONTE, JOSEPH ANGELO",AY2223B
Math 261 SUV,"S, 10:30AM-12:30PM","SAMONTE, JOSEPH ANGELO",AY2223B
Math 271.1 WFU,"WF, 10-11:30AM","MOHAMMAD, RHUDAINA",AY2223B
Math 271.2 THY,"TTh, 4-5:30PM","MENDOZA, RENIER",AY2223B
Math 290 MQR,"M, 7-10AM","SANTOS, ROVIN",AY2223B
Math 294 THX,"TTh, 2:30-4PM","CAALIM, JONATHAN; MENDOZA, VICTORIA MAY; DE LA CRUZ, RALPH JOHN; DE LOS REYES, AURELIO",AY2223B
Math 296 FFZ,", 6-7PM","NERI, MARRICK",AY2223B
Math 296 MMY,"M, 5-6PM","ARICHETA, VICTOR MANUEL",AY2223B
Math 297 SUVMathematics of Data Science,"S, 10AM-1PM","DAVID, FREDEGUSTO",AY2223B
Math 10 X4,", 1-3PM","PIMENTEL, JOHNATAN",AY2223M
Math 10 X5,", 3-5PM","PIMENTEL, JOHNATAN",AY2223M
Math 20 X7,", 7-9:35AM","DIAZ, LAUREEN",AY2223M
Math 20 X7-1,", 7-9:35AM","SABANGAN, ALELIE",AY2223M
Math 20 X8,", 9:35AM-12:10PM","DIAZ, LAUREEN",AY2223M
Math 20 X8-1,", 9:35AM-12:10PM","SABANGAN, ALELIE",AY2223M
Math 20 X8-2,", 9:35AM-12:10PM","GALANG, JENINA MARIE",AY2223M
Math 20 X9,", 12:10-2:45PM","GALANG, JENINA MARIE",AY2223M
Math 21 X10,", 2:45-5:20PM","IGNACIO, NHEIL",AY2223M
Math 21 X7,", 7-9:35AM","SOTO, JOHN PAOLO",AY2223M
Math 21 X7-1,", 7-9:35AM","FULGENCIO, RHEADEL; TUASON, SHAWN CHRISTIAN",AY2223M
Math 21 X8,", 9:35AM-12:10PM","SOTO, JOHN PAOLO",AY2223M
Math 21 X8-1,", 9:35AM-12:10PM","VALLEJO, LOUIE JOHN; CORUM, KYRHO",AY2223M
Math 21 X8-2,", 9:35AM-12:10PM","MEDENILLA, MARK ANTHONY",AY2223M
Math 21 X8-3,", 9:35AM-12:10PM","DOMINGO, KAE MARK",AY2223M
Math 21 X9,", 12:10-2:45PM","LEYSON, DENNIS; CORUM, KYRHO",AY2223M
Math 21 X9-1,", 12:10-2:45PM","PEREZ, ROLANDO; TUASON, SHAWN CHRISTIAN",AY2223M
Math 21 X9-2,", 12:10-2:45PM","IGNACIO, NHEIL",AY2223M
Math 21 X9-3,", 12:10-2:45PM","DOMINGO, KAE MARK",AY2223M
Math 21 X9-4,", 12:10-2:45PM","GROZEN, JUDE MARTIN",AY2223M
Math 22 X10,", 2:45-5:20PM","CRUZ, ANJELO GABRIEL",AY2223M
Math 22 X7,", 7-9:35AM","CEJO, ROBERT JAY",AY2223M
Math 22 X7-1,", 7-9:35AM","TAÑEDO, RAYMOND LOUIS",AY2223M
Math 22 X7-2,", 7-9:35AM","FLORENDO, JOMARSON",AY2223M
Math 22 X7-3,", 7-9:35AM","JAMILLA, CRISTETA",AY2223M
Math 22 X7-4,", 7-9:35AM","RAYA, KARLA MACHEL",AY2223M
Math 22 X7-5,", 7-9:35AM","PELAYO, PRINCE ALLAN",AY2223M
Math 22 X8,", 9:35AM-12:10PM","CEJO, ROBERT JAY",AY2223M
Math 22 X8-1,", 9:35AM-12:10PM","TAÑEDO, RAYMOND LOUIS",AY2223M
Math 22 X8-2,", 9:35AM-12:10PM","FLORENDO, JOMARSON",AY2223M
Math 22 X8-3,", 9:35AM-12:10PM","JAMILLA, CRISTETA",AY2223M
Math 22 X8-4,", 9:35AM-12:10PM","BURGOS, PETER JOHN",AY2223M
Math 22 X8-5,", 9:35AM-12:10PM","PELAYO, PRINCE ALLAN",AY2223M
Math 22 X9,", 12:10-2:45PM","BURGOS, PETER JOHN",AY2223M
Math 22 X9-1,", 12:10-2:45PM","RAYA, KARLA MACHEL",AY2223M
Math 23 X10,", 2:45-5:20PM","DACAYMAT, JOHN MEL",AY2223M
Math 23 X10-1,", 2:45-5:20PM","CAGUBCOB, JEFFER DAVE",AY2223M
Math 23 X8,", 9:35AM-12:10PM","DACAYMAT, JOHN MEL",AY2223M
Math 23 X8-1,", 9:35AM-12:10PM","CAGUBCOB, JEFFER DAVE",AY2223M
Math 23 X8-2,", 9:35AM-12:10PM","LEYSON, DENNIS",AY2223M
Math 23 X8-3,", 9:35AM-12:10PM","DE VERA, HOMER FRANZ",AY2223M
Math 23 X9,", 12:10-2:45PM","VENTURA, JADE",AY2223M
Math 23 X9-1,", 12:10-2:45PM","DE VERA, HOMER FRANZ",AY2223M
Math 30 X3,", 11AM-1PM","FULGENCIO, RHEADEL",AY2223M
Math 40 X2,", 9-11AM","RAYCO, MARIA BRENDA",AY2223M
Math 40 X3,", 11AM-1PM","RAYCO, MARIA BRENDA",AY2223M
Math 40 X4,", 1-3PM","VALLEJO, LOUIE JOHN",AY2223M
Math 40 X4-1,", 1-3PM","BRIONES, DOM VITO",AY2223M
Math 2 THR,"TTh, 8:30-10AM","CONSORTE, ODESSA",AY2324A
Math 2 THU,"TTh, 10-11:30AM","AGUILAR, ADJANI",AY2324A
Math 2 THU-1,"TTh, 10-11:30AM","LUY, JASMIN-MAE",AY2324A
Math 2 THW,"TTh, 1-2:30PM","ABARA, MA. NERISSA",AY2324A
Math 2 WFU,"WF, 10-11:30AM","GALVEZ, LUCKY ERAP",AY2324A
Math 2 WFW,"WF, 1-2:30PM","FULGENCIO, RHEADEL",AY2324A
Math 2 WFX,"WF, 2:30-4PM","FULGENCIO, RHEADEL",AY2324A
Math 10 THU,"TTh, 10-11:30AM","ARCEO, CARLENE PERPETUA",AY2324A
Math 10 THU-1,"TTh, 10-11:30AM","OROPEZA, ALIP",AY2324A
Math 10 THV,"TTh, 11:30AM-1PM","OROPEZA, ALIP",AY2324A
Math 10 THV-1,"TTh, 11:30AM-1PM","SADDI, DARYL ALLEN",AY2324A
Math 10 THW,"TTh, 1-2:30PM","CAALIM, JONATHAN",AY2324A
Math 10 THW-1,"TTh, 1-2:30PM","ARCEO, CARLENE PERPETUA",AY2324A
Math 10 THX,"TTh, 2:30-4PM","NERI, MARRICK",AY2324A
Math 10 THX-1,"TTh, 2:30-4PM","ROQUE, MARIAN",AY2324A
Math 10 THY,"TTh, 4-5:30PM","OROPEZA, ALIP",AY2324A
Math 10 THY-1,"TTh, 4-5:30PM","ROQUE, MARIAN",AY2324A
Math 10 WFV,"WF, 11:30AM-1PM","PIMENTEL, JOHNATAN",AY2324A
Math 10 WFW,"WF, 1-2:30PM","PIMENTEL, JOHNATAN",AY2324A
Math 20 TWHFQ,"WF, 7:15-8:15AM","VALLEJO, LOUIE JOHN; GALAROSA, JAZRYL CARL",AY2324A
Math 20 TWHFQ-1,"WF, 7:15-8:15AM","GALANG, JENINA MARIE",AY2324A
Math 20 TWHFQ-2,"WF, 7:15-8:15AM","SEVILLENO, ANGELO CHRISTIAN",AY2324A
Math 20 TWHFR,"WF, 8:45-9:45AM","GALVEZ, LUCKY ERAP; GALAROSA, JAZRYL CARL",AY2324A
Math 20 TWHFR-1,"WF, 8:45-9:45AM","GALANG, JENINA MARIE",AY2324A
Math 20 TWHFR-2,"WF, 8:45-9:45AM","SEVILLENO, ANGELO CHRISTIAN",AY2324A
Math 20 TWHFU,"WF, 10:15-11:15AM","TANDINGAN, CHRISTIAN MATTHEW",AY2324A
Math 20 TWHFU-1,"WF, 10:15-11:15AM","DIAZ, LAUREEN",AY2324A
Math 20 TWHFU-2,"WF, 10:15-11:15AM","GALANG, JENINA MARIE",AY2324A
Math 20 TWHFV,"WF, 11:45AM-12:45PM","VALLEJO, LOUIE JOHN",AY2324A
Math 20 TWHFV-1,"WF, 11:45AM-12:45PM","DIAZ, LAUREEN",AY2324A
Math 20 TWHFV-2,"WF, 11:45AM-12:45PM","MEDENILLA, MARK ANTHONY",AY2324A
Math 20 TWHFW,"WF, 1:15-2:15PM","MEDENILLA, MARK ANTHONY",AY2324A
Math 20 TWHFW-1,"WF, 1:15-2:15PM","VALLEJO, LOUIE JOHN",AY2324A
Math 20 TWHFW-2,"WF, 1:15-2:15PM","TANDINGAN, CHRISTIAN MATTHEW",AY2324A
Math 20 TWHFX,"WF, 2:45-3:45PM","ROBLES, BRYAN JOSEPH",AY2324A
Math 20 TWHFX-1,"WF, 2:45-3:45PM","SANTOS, RUSSELL FITZGERALD",AY2324A
Math 20 TWHFY,"WF, 4:15-5:15PM","SANTOS, RUSSELL FITZGERALD",AY2324A
Math 20 TWHFY-1,"WF, 4:15-5:15PM","ROBLES, BRYAN JOSEPH",AY2324A
Math 21 TWHFQ,"TTh, 7:15-8:15AM","AYDINAN, MACLIING GABRIEL",AY2324A
Math 21 TWHFQ-1,"TTh, 7:15-8:15AM","SADDI, DARYL ALLEN; FAJARDO, IANA ANGELA",AY2324A
Math 21 TWHFQ-2,"TTh, 7:15-8:15AM","GALIMBA, ANGELO",AY2324A
Math 21 TWHFQ-3,"TTh, 7:15-8:15AM","STA. ANA, JOMAR KEVIN",AY2324A
Math 21 TWHFQ-4,"TTh, 7:15-8:15AM","IGNACIO, NHEIL",AY2324A
Math 21 TWHFQ-5,"TTh, 7:15-8:15AM","TAMURA, KOUICHI",AY2324A
Math 21 TWHFQ-6,"TTh, 7:15-8:15AM","OLIVA, KEN MATTHEW",AY2324A
Math 21 TWHFQ-7,"TTh, 7:15-8:15AM","JOVEN, JESUS PAOLO; TUASON, SHAWN CHRISTIAN",AY2324A
Math 21 TWHFQ-8,"TTh, 7:15-8:15AM","MEDENILLA, MARK ANTHONY",AY2324A
Math 21 TWHFR,"TTh, 8:45-9:45AM","AYDINAN, MACLIING GABRIEL",AY2324A
Math 21 TWHFR-1,"TTh, 8:45-9:45AM","ARICHETA, VICTOR MANUEL; FAJARDO, IANA ANGELA",AY2324A
Math 21 TWHFR-2,"TTh, 8:45-9:45AM","GALIMBA, ANGELO",AY2324A
Math 21 TWHFR-3,"TTh, 8:45-9:45AM","IGNACIO, NHEIL",AY2324A
Math 21 TWHFR-4,"TTh, 8:45-9:45AM","OLIVA, KEN MATTHEW",AY2324A
Math 21 TWHFR-5,"TTh, 8:45-9:45AM","NERI, MARRICK",AY2324A
Math 21 TWHFR-6,"TTh, 8:45-9:45AM","LOQUIAS, MANUEL JOSEPH",AY2324A
Math 21 TWHFR-7,"TTh, 8:45-9:45AM","LUY, JASMIN-MAE; TUASON, SHAWN CHRISTIAN",AY2324A
Math 21 TWHFR-8,"TTh, 8:45-9:45AM","TAMURA, KOUICHI",AY2324A
Math 21 TWHFR-9,"TTh, 8:45-9:45AM","ANGELES, CLINT HARRY",AY2324A
Math 21 TWHFU,"TTh, 10:15-11:15AM","RAYA, KARLA MACHEL",AY2324A
Math 21 TWHFU-1,"TTh, 10:15-11:15AM","DOMINGO, KAE MARK",AY2324A
Math 21 TWHFU-2,"TTh, 10:15-11:15AM","BRIONES, DOM VITO; CORUM, KYRHO",AY2324A
Math 21 TWHFU-4,"TTh, 10:15-11:15AM","DAMASCO, JOSEPH RAY CLARENCE",AY2324A
Math 21 TWHFU-5,"TTh, 10:15-11:15AM","STA. ANA, JOMAR KEVIN",AY2324A
Math 21 TWHFU-6,"TTh, 10:15-11:15AM","NERI, MARRICK",AY2324A
Math 21 TWHFU-7,"TTh, 10:15-11:15AM","PELAYO, PRINCE ALLAN",AY2324A
Math 21 TWHFV,"TTh, 11:45AM-12:45PM","DAMASCO, JOSEPH RAY CLARENCE",AY2324A
Math 21 TWHFV-1,"TTh, 11:45AM-12:45PM","GALVEZ, LUCKY ERAP; CORUM, KYRHO",AY2324A
Math 21 TWHFV-2,"TTh, 11:45AM-12:45PM","LUY, JASMIN-MAE; BURGOS, PETER JOHN",AY2324A
Math 21 TWHFV-3,"TTh, 11:45AM-12:45PM","GROZEN, JUDE MARTIN",AY2324A
Math 21 TWHFV-4,"TTh, 11:45AM-12:45PM","STA. BRIGIDA, MICHAEL",AY2324A
Math 21 TWHFV-5,"TTh, 11:45AM-12:45PM","ANGELES, CLINT HARRY; GALIMBA, ANGELO",AY2324A
Math 21 TWHFV-6,"TTh, 11:45AM-12:45PM","JOVEN, JESUS PAOLO; REYES, CEDIE",AY2324A
Math 21 TWHFV-7,"TTh, 11:45AM-12:45PM","BRIONES, DOM VITO; VILLEJO, EXEQUIEL JUN",AY2324A
Math 21 TWHFV-8,"TTh, 11:45AM-12:45PM","PELAYO, PRINCE ALLAN",AY2324A
Math 21 TWHFV-9,"TTh, 11:45AM-12:45PM","CAGUBCOB, JEFFER DAVE; TANDINGAN, CHRISTIAN MATTHEW",AY2324A
Math 21 TWHFW,"TTh, 1:15-2:15PM","ANGELES, CLINT HARRY; SEVILLENO, ANGELO CHRISTIAN",AY2324A
Math 21 TWHFW-1,"TTh, 1:15-2:15PM","VELASCO, ARRIANNE CRYSTAL",AY2324A
Math 21 TWHFW-2,"TTh, 1:15-2:15PM","CEJO, ROBERT JAY",AY2324A
Math 21 TWHFW-3,"TTh, 1:15-2:15PM","DOMINGO, KAE MARK",AY2324A
Math 21 TWHFW-4,"TTh, 1:15-2:15PM","JAMILLA, CRISTETA",AY2324A
Math 21 TWHFW-5,"TTh, 1:15-2:15PM","ONA, MARK PHILIP; DELA ROSA, PAUL REINE KENNETT",AY2324A
Math 21 TWHFW-6,"TTh, 1:15-2:15PM","STA. BRIGIDA, MICHAEL",AY2324A
Math 21 TWHFW-7,"TTh, 1:15-2:15PM","MISA, ELOISE",AY2324A
Math 21 TWHFX,"TTh, 2:45-3:45PM","RAYA, KARLA MACHEL",AY2324A
Math 21 TWHFX-1,"TTh, 2:45-3:45PM","ARICHETA, VICTOR MANUEL; BURGOS, PETER JOHN",AY2324A
Math 21 TWHFX-2,"TTh, 2:45-3:45PM","CEJO, ROBERT JAY",AY2324A
Math 21 TWHFX-3,"TTh, 2:45-3:45PM","SAMBAYAN, RACHELLE; REYES, CEDIE",AY2324A
Math 21 TWHFX-4,"TTh, 2:45-3:45PM","GROZEN, JUDE MARTIN",AY2324A
Math 21 TWHFX-5,"TTh, 2:45-3:45PM","DAMASCO, JOSEPH RAY CLARENCE",AY2324A
Math 21 TWHFX-6,"TTh, 2:45-3:45PM","MISA, ELOISE",AY2324A
Math 21 TWHFX-8,"TTh, 2:45-3:45PM","ANGELES, GERVY MARIE",AY2324A
Math 21 TWHFY,"TTh, 4:15-5:15PM","ANGELES, GERVY MARIE; TAMURA, KOUICHI",AY2324A
Math 21 TWHFY-1,"TTh, 4:15-5:15PM","DELA ROSA, PAUL REINE KENNETT",AY2324A
Math 21 TWHFY-2,"TTh, 4:15-5:15PM","NERI, MARRICK; VILLEJO, EXEQUIEL JUN",AY2324A
Math 21 TWHFY-3,"TTh, 4:15-5:15PM","PANINGBATAN, ARIEL",AY2324A
Math 21 TWHFY-4,"TTh, 4:15-5:15PM","JAMILLA, CRISTETA",AY2324A
Math 22 TWHFQ,"TTh, 7:15-8:15AM","VELASCO, GINO ANGELO",AY2324A
Math 22 TWHFQ-1,"TTh, 7:15-8:15AM","SOTO, JOHN PAOLO",AY2324A
Math 22 TWHFQ-2,"TTh, 7:15-8:15AM","MALONZO, JERIELLE",AY2324A
Math 22 TWHFQ-3,"TTh, 7:15-8:15AM","VENTURA, JADE",AY2324A
Math 22 TWHFR,"TTh, 8:45-9:45AM","VELASCO, GINO ANGELO",AY2324A
Math 22 TWHFR-1,"TTh, 8:45-9:45AM","SOTO, JOHN PAOLO",AY2324A
Math 22 TWHFR-2,"TTh, 8:45-9:45AM","MALONZO, JERIELLE",AY2324A
Math 22 TWHFU,"TTh, 10:15-11:15AM","ENRIQUEZ, ERIKA ANTONETTE",AY2324A
Math 22 TWHFV,"TTh, 11:45AM-12:45PM","ENRIQUEZ, ERIKA ANTONETTE",AY2324A
Math 22 TWHFV-1,"TTh, 11:45AM-12:45PM","JUNIO, ALLAN",AY2324A
Math 22 TWHFV-2,"TTh, 11:45AM-12:45PM","HERNANDEZ, BRYAN",AY2324A
Math 22 TWHFW,"TTh, 1:15-2:15PM","CONSORTE, ODESSA",AY2324A
Math 22 TWHFW-1,"TTh, 1:15-2:15PM","GUADALUPE, RUSSELLE",AY2324A
Math 22 TWHFW-2,"TTh, 1:15-2:15PM","FLORENDO, JOMARSON",AY2324A
Math 22 TWHFX,"TTh, 2:45-3:45PM","CONSORTE, ODESSA",AY2324A
Math 22 TWHFX-1,"TTh, 2:45-3:45PM","GUADALUPE, RUSSELLE",AY2324A
Math 22 TWHFX-2,"TTh, 2:45-3:45PM","FLORENDO, JOMARSON",AY2324A
Math 22 TWHFY,"TTh, 4:15-5:15PM","CRUZ, ANJELO GABRIEL",AY2324A
Math 23 TWHFQ,"WF, 7:15-8:15AM","BARGO, MA. CRISTINA",AY2324A
